SMILES,logP
CC1=C2C=CC(=O)C(=C2OC(=C1)O)C(=O)C,0.6
CCOC(=O)COC1=CC=CC=C1,1.8
COC1=C(C=CC(=C1)C(=O)O)OC2=CC(=CC(=C2O)OC)C(=O)O,2.3
C1CC(CCC1N=C=O)N=C=O,3.0
CCCN(CCC)C(=S)SSC(=S)N(CCC)CCC,6.0
CN1CCCCCC1=O,0.2
CCN(CC)CCC1=CNC2=C1C=CC(=C2)F,3.6
C12=C(NC(=NC1=NC(=N2)Cl)Cl)Cl,2.7
C1=CC=C(C=C1)NC(=O)C(Cl)(Cl)Cl,2.4
C1=CC(=CC=C1NC(=O)CCl)Br,2.3
C1=CC=C2C(=C1)C=CC3=C(C4=CC=CC=C4C(=C32)CO)CO,3.3
C=CCC1C(=O)NC(=O)NC1=O,0.0
CC(CO)C#N,-0.2
C(C=C(Cl)Cl)Cl,2.6
CCCCOCOCCCC,3.2
CCC(C)OCOC(C)CC,2.7
CCC1OCCO1,0.8
CC(N(C(C)O)C(C)O)O,-0.2
C1=CC(=C(C=C1Cl)Cl)OC(=O)CO,2.0
C1=CC=C(C=C1)N=NC2=CC=NC=C2,2.6
CCCCCCCCCCCCCCCN,6.9
C[C@H]1CC[C@@H]2[C@H]([C@]3([C@@]1(CCC3=O)O)C)OC(=O)C2=C,1.3
CCCCCCCCCCCCCCCCCC[N+](C)(C)[O-],8.5
CCN(CC)CCOC(=O)CC1=CC=CC=C1,2.7
CCN(CC)CCOC(=O)C1=CC=CC=C1,2.8
C1=CC(=CC=C1NC2=NC(=NC(=N2)Cl)NC3=CC=C(C=C3)Cl)Cl,5.9
CC(C)C(CCN(C)CC1=CC=CC=C1)(C#N)C2=CC=CC3=CC=CC=C32,5.9
CCN(C)CCC(C#N)C1=CC=CC2=CC=CC=C21,3.6
CCN(CC)CCC(C#N)(C1=CC=CC2=CC=CC=C21)C(C)C,5.1
CCN(CC)CCC(C#N)C1=CC=CC2=CC=CC=C21,4.0
C1COCCN1CCC(C#N)C2=CC=CC3=CC=CC=C32,2.9
CC(C)C(CCN1CCCCC1)(C#N)C2=CC=CC3=CC=CC=C32,5.3
CC(CCN(C)C)(C#N)C1=CC=CC2=CC=CC=C21,3.6
CC(=O)CCCCCCCC(=O)OC,2.2
C[N+](C)(C)CCOCC[N+](C)(C)C,0.2
C1=CC(=C(C=C1N)O)C2=NN=CO2,0.4
C1=CC=C(C=C1)NC(=O)C2=C(C(=CC(=C2)Br)Br)O,4.3
CC(=O)NC1=NN=C(S1)C2=CC=C(O2)[N+](=O)[O-],0.8
C1CC(CC(C1)CN)CN,0.2
CN(C)C1=CC=C(C=C1)C(=C2C=CC(=NC3=CC=CC=C3)C4=CC=CC=C24)C5=CC=C(C=C5)N(C)C,7.8
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3NC4=CC(=CC=C4)S(=O)(=O)CCOS(=O)(=O)O)S(=O)(=O)O)N,1.7
C1CN2CCC3=C2C(=CC=C3)C4=CC(=O)OCC41,1.9
CC1=C(C=CC(=C1)O)[N+](=O)[O-],2.5
CC1=CC(=CC(=C1O)C(=O)O)CC2=CC(=C(C(=C2)C)O)C(=O)O,4.0
C1=CC=C(C=C1)NC2=CC=C(C=C2)N=NC3=CC=C(C=C3)[N+](=O)[O-],5.5
C1=CC=C2C(=C1)N=C(S2)N=C(N)N,1.1
CC1(C(=NC(N1)(C)C)S)C,0.9
CC1=CC(=C(C(=C1N)N=NC2=CC=C(C=C2)C3=CC=C(C=C3)N=NC4=CC(=C(C=C4)O)C(=O)O)N)N=NC5=CC=C(C=C5)S(=O)(=O)O,6.3
C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=C(C=CC4=C(C=CC(=C43)O)S(=O)(=O)O)N)N=NC5=C(C=CC6=C(C=CC(=C65)O)S(=O)(=O)O)N,5.0
COP(=O)(OC)SCCSC,0.7
CCOP(=S)(OCC)SCS(=O)CC,3.5
CCOP(=S)(OCC)SCS(=O)(=O)CC,3.7
CCOP(=O)(OCC)SCS(=O)CC,1.8
CCOP(=O)(OCC)SCS(=O)(=O)CC,2.0
CCS(=O)(=O)C1=NC2=CC=CC=C2S1,2.4
C1CCN(CC1)C=O,0.0
COC1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,3.4
CCOC1=NC(=NS1)C(Cl)(Cl)Cl,2.5
CCOC(=O)NC(C)C,1.3
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,2.4
CCOC(=O)C(C1=CC=CC=C1)SP(=S)(OC)OC,3.7
CCOC(=O)NC(=O)C,0.1
C12C(C(=O)NC1=O)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,1.8
CC1=CC=CC=C1CCNN,1.8
COC1=CC=CC=C1CCNN,1.5
CC1=CC=CC=C1OCCNN,1.5
CC(CC1=CC=CC=C1)NNCCC2=CC=CC=C2,3.9
CCNC1=NC(=O)N=C(N1)NCC,-0.3
C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)O)S(=O)(=O)O)N)O)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)O)S(=O)(=O)O)N)O,3.6
COC(=O)NC1=CC=CC=C1,1.8
CC1=CC(=C(C(=C1C)C(=O)O)C)C,2.9
COC(=O)C=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,4.0
CC1=CC2=C(C=C1)C=CC3=C2C4=CC=CC=C4C=C3,6.4
C[C@@H]1CC2C3C[C@@H](C4=CC(=O)C=CC4([C@]3(C(CC2(C1C(=O)CO)C)O)F)C)F,2.3
CCN(CC)CCOC1=CC=C(C=C1)C2=NC3=C(S2)C=CC(=C3)Cl,5.6
CS(=O)(=O)OCCC(=O)N1CCN(CC1)C(=O)CCOS(=O)(=O)C,-2.3
C1=CC(=CC=C1C=CC=CC=O)[N+](=O)[O-],2.3
COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)O)S(=O)(=O)O)O)OC)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)O)S(=O)(=O)O)O,3.6
C1=CC=C(C=C1)C(=O)NC2=CC3=CC(=C(C(=C3C=C2)O)N=NC4=CC=C(C=C4)N=NC5=CC=C(C=C5)S(=O)(=O)O)S(=O)(=O)O,4.7
C1CC(CC=C1)COC(=O)C2CCC=CC2,3.4
C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)O)N=NC3=C(C=CC4=CC(=CC(=C43)S(=O)(=O)O)S(=O)(=O)O)O,2.1
C(C(CCl)O[N+](=O)[O-])O[N+](=O)[O-],1.9
C1COC(O1)C(Cl)Cl,1.2
CC1CC(C2=CC=CC=C12)(C)C,4.0
CC(=O)C1=CC=C(C=C1)OC2=CC=C(C=C2)C(=O)C,2.9
C(COCCOCCOCCOCCOCCO)O,-1.9
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)O)O,-6.4
C1=CC(=CC=C1NC=O)Br,2.1
C1=CC(=CC=C1NC=O)Cl,2.0
C1=C(C(=C(C(=C1I)NC(=O)COCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,4.8
CN(C)CCOC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,3.4
CCN(CC)CCNC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,3.6
CN(C)C(=O)OC1=CC=CC2=CC=CC=C21,2.8
CCN(CC)CCOC(=O)C1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,2.8
CCN(CC)CCOC(=O)C1=CC=CC(=C1N2C(=NC3=CC=CC=C3C2=O)C)C,3.1
CCN(CC)CCOC(=O)C1=C(C=C(C=C1)C)N2C(=NC3=CC=CC=C3C2=O)C,3.4
C(CCl)N(CCCl)CC(=O)O,-1.2
C(CNC(=O)CCl)NC(=O)CCl,0.1
CNC(=O)OC1=CC=C(C=C1)Cl,2.0
CCCCNC(=O)C1=CC=CC=C1SSC2=CC=CC=C2C(=O)NCCCC,5.1
CC(C)C1=CC=C(C=C1)Cl,3.9
CC(=O)NC1=C(C=CC(=C1)Cl)Cl,2.2
CCOC(=O)NC1=C(C=CC(=C1)Cl)Cl,3.0
CCOC(=O)NC1=CC=C(C=C1)Cl,2.9
C=CC1=CCCCC1,2.8
CC(=O)NC1=CC=C(C=C1)OC(=O)C,0.8
C1=CC(=CC=C1N=NC2=CC=C(C=C2)S(=O)(=O)O)O,2.1
CC1=C2C=CC=NC2=C(C=C1)C,3.0
CCCCCC(C(=O)O)Br,2.9
C1=CC(=C(C=C1O)S(=O)(=O)O)O,-0.1
CCN(CCOS(=O)(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,4.7
C1CC2=CC=CC=C2C(C3=CC=CC=C31)(CCCN4CCOCC4)O,3.2
CC(CC1(C2=CC=CC=C2CCC3=CC=CC=C31)O)CN(C)C,4.0
C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,-2.2
CCNC1=NC(=O)NC(=O)N1,-0.7
CCN(CC)C1=CC(=CC=C1)OC(=O)NC,2.2
CC1=CC(=CC(=C1)OC(=O)NC)C(C)C,3.1
CC(C)C1=CC=CC=C1OC(=O)NC,2.3
C1(=C(C(=C(C(=C1Cl)[N+](=O)[O-])Cl)[N+](=O)[O-])Cl)[N+](=O)[O-],2.6
CCOP(=S)(OC)OC1=CC(=C(C=C1Cl)Cl)Cl,5.4
C1=CC=C2C(=C1)C(=O)NS2,1.3
CC1=CC(=CC(=C1S(=O)C)C)OC(=O)NC,1.5
COP(=S)(OC)OC1=CC=C(C=C1)C#N,2.7
C1=CC=NC(=C1)S,0.9
C1=CC=C2C(=C1)C=CC(=N2)S,2.2
CCCCCCOC(=O)CCC,3.3
CC(C)OP(=O)(OC(C)C)SCC[N+](C)(C)C,1.6
CC(C)OP(=O)(OCC[N+](C)(C)C)OC(C)C,1.2
CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1,3.4
C1=CC(=CC=C1C(CCl)C2=CC=C(C=C2)Cl)Cl,5.6
C1=CC(=CC=C1C(CO)C2=CC=C(C=C2)Cl)Cl,4.4
C1=CC=C2C(=C1)C=CC3=C2C=C(C4=CC=CC=C34)N,5.0
CC(CC1=CC(=C(C=C1)Cl)Cl)N,2.9
CC(C)([C@@H](COC1=C2C=CC(=O)OC2=CC3=C1C=CO3)O)O,1.6
CCCCN(CCCC)CC(=O)OCC,3.1
CCOC(=O)CN(CC(C)C)CC(C)C,3.2
CCCCCCN(CCCCCC)CC(=O)OCC,5.2
CCOC(=O)CN(C1CCCCC1)C2CCCCC2,4.2
CCOC(=O)CN(CC=C)CC=C,1.8
CCCN(CCC)CC(=O)NN,0.7
CC(C)N(CC(=O)NN)C(C)C,0.5
CCCCN(CCCC)CC(=O)NN,1.4
CC(C)CN(CC(C)C)CC(=O)NN,1.5
CCCCCN(CCCCC)CC(=O)NN,2.4
CC(C)CCN(CCC(C)C)CC(=O)NN,2.2
C1=CC(=CC=C1C(=O)NCC(=O)O)[N+](=O)[O-],-0.4
CC1=CC=CC=C1N=NC2=C(C=CC3=CC=CC=C32)O,5.0
C[C@@H](CCC(=O)O)C1CC[C@H]2C1(CC[C@@H]3C2[C@H](CC4C3(CC[C@@H](C4)O)C)O)C,4.9
C1=C(C=C(C(=C1[N+](=O)[O-])O)I)CC(=O)O,2.1
C(=C(Cl)Cl)C=O,1.4
CCCCC(=O)C(Cl)Cl,2.7
CCC(=O)C(CC)(Cl)Cl,2.5
CCC1=C(CC2C3=CC(=C(C=C3CCN2C1)OC)OC)CC4C5=CC(=C(C=C5CCN4)OC)OC,3.7
CCN(CC1=CC(=CC=C1)S(=O)(=O)O)C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)O)C=C3)C5=CC=CC=C5S(=O)(=O)O,4.8
C1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,2.4
C1=CC(=CC=C1NC(=O)CCl)NC(=O)CCl,1.5
CC1=CC(=CC(=C1)OC(=O)NC)C,2.2
CC(C)(C)C1=CC(=CC(=C1)OC(=O)NC)C(C)(C)C,4.7
CCCCCCCNN,1.9
C1=CC(=CC=C1N=NC2=C(C=CC3=CC(=CC(=C32)S(=O)(=O)O)S(=O)(=O)O)O)S(=O)(=O)O,0.8
CC(C)C=N,0.9
CCCCCCCCC=CCCCCCCCC(=O)N(C)C,7.2
CCCCCCCCCCCCOC(=O)C1=CC=C(C=C1)O,7.5
C1=CC(=CC=C1O)SC2=CC=C(C=C2)O,3.3
CP(=S)(OC1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],5.2
CC(=O)N(C)C1=CC=C(C=C1)NC2=CC(=C(C3=C2C(=O)C4=CC=CC=C4C3=O)N)S(=O)(=O)O,2.9
COC(=S)S,1.3
COC1=CC(=C(C(=C1O)Cl)Cl)Cl,3.8
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C2=CC=CC=C2,6.5
CCOP(=S)(OCC)ON1C(=O)C2=CC=CC3=C2C(=CC=C3)C1=O,4.1
CCOC1=NN(C(=O)S1)CSP(=S)(OC)OC,2.8
COC1=CC(=C(C=C1Cl)OC)Cl,3.1
COC1=C(C(=C(C=C1)Cl)OC)OC,2.5
CCN(CC)C(=O)C=C,1.0
C1=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])Cl)[N+](=O)[O-],3.1
CC(=O)SCCCCCCSC(=O)C,2.5
CCC(C)OCC,1.8
CN(C)C(=O)C=C,0.3
CC(=O)C=[N+]=[N-],0.0
CC(=C[N+]#N)O,1.2
CC(=O)C(C)(C1=CC=C(C=C1)N)C2=CC=C(C=C2)N,2.2
CC1=CC(=CC(=C1C)C)OC(=O)NC,2.7
CC1=C(C(=CC=C1)N)N,0.9
CC(=O)NC1=CC=C(C=C1)OC2=CC=C(C=C2)N,2.4
CCN1CCCC1=O,-0.1
C1N(CN(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.1
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1F)CC2=CC=CC=C2F,4.0
C1=CC=C2C(=C1)C3=C4C2=CC=CC4=C(C=C3)N,4.2
C[C@@]1(CCC2C1(CCC3C2CC=C4C3(C=CC(C4)O)C)C)O,3.4
N(=O)Cl,0.7
CCCS(=O)(=O)OC,0.5
CCOC(=O)COC1=C(C=C(C=C1)Cl)C,4.0
C1=CC=C(C(=C1)C=C(C#N)C#N)Cl,2.3
C1=CC=C(C(=C1)C=C(C#N)C#N)Br,2.7
C1=CC=C(C(=C1)C=C(C#N)C#N)F,2.0
O=S(=O)(F)F,0.7
C1=CC=C(C=C1)C=C(C#N)C#N,2.2
CS(=O)(=O)C(=CCl)Cl,1.2
C[C@@H]1CC2(C3C(CCC2=CC1=O)C4CCC(C4(CC3=O)C)C(=O)C)C,3.0
CCOP(=S)(C)OC1=CC=C(C=C1)SC,3.7
CC(C)OCCC(C)Cl,2.3
CC(=CC(=O)OCC1=CC=CC=C1)OP(=O)(OC)OC,2.7
CC(C)OP(=O)(OCC(C)Cl)OC(=CC(=O)OC)C,2.0
CC(=O)C1CC(C1(C)C)CC=O,0.9
C=CCOC(=O)CCC1CCCCC1,3.8
CCN(CC)CC#CCN1C(=O)C(NC1=O)(C2=CC=CC=C2)C3=CC=CC=C3,3.1
CC(=O)N=NC1=C(C=C(C=C1)N(O)O)[N+](=O)[O-],0.9
CC(=O)NC1=CC=CC=C1C(=O)OC,1.6
CC(=O)N=NC1=CC=C(C=C1)N(O)O,1.1
CC(=O)NC1=NC=CS1,0.8
C1=CC(=CC=C1C#N)N=C=S,3.1
CCCC(C)C1=CC=CC=C1,4.7
CCCCCCCCCCC(C)C1=CC=CC=C1,7.9
CCCCCCC(CCCCC)C1=CC=CC=C1,7.9
CCCCCCCC(CCCC)C1=CC=CC=C1,7.9
CCCCCCCCC(CCC)C1=CC=CC=C1,7.9
CCCOC(=S)S,2.2
CCCCCOC(=S)S,3.1
CCCCCCOC(=S)S,3.6
C1CCC(CC1)OC(=S)S,3.1
C1=CC=C(C=C1)COC(=S)S,3.1
CCCCCCCCOC(=S)S,4.6
CN=C(NC1=CC=CC=C1)S,1.9
CCC(C1=CC=C(C=C1)Cl)C2=C(OC3=CC=CC=C3C2=O)O,4.2
CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)OC,1.8
COC1=C(C(=C2C(=C1)CC[C@@H](C3=CC(=O)C(=CC=C32)SC)N)OC)OC,1.5
COC1=C(C(=C2C(=C1)CC[C@@H](C3=CC(=O)C(=CC=C32)SC)NC=O)OC)OC,1.8
C1=CC(=CC=C1N=NC2=CC=C(C=C2)[N+](=O)[O-])N(CCO)CCO,2.3
COC1=CC(=C(C=C1)N)OC,1.2
COC1=CC2=C(C=C1)C(=CN2)CCN,1.5
C1=C(C(=CC(=C1S(=O)(=O)N)Cl)Cl)C(=O)O,1.3
CCCC=C(C)C,3.3
CCN(CC)CCCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)OC,4.3
CCN(CC)CCCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)OCC,4.7
C[C@@]1(CCC2C1(CCC3C2CCC4=C3CCC(=O)C4)C)O,2.4
C1=CC(=CC=C1CN(CCCl)CCCl)Br,3.6
CN(C)CCNC1=CC=CC=CC1=O,1.8
CCC(CCN1CCOCC1)(C#N)C2=CC=CC3=CC=CC=C32,3.6
C[N+](C)(C1=CC=C(C=C1)N=NC2=CC=CC=C2)[O-],3.4
C1=CC(=CC=C1NC2=NC(=NC(=N2)NC3=CC=C(C=C3)Cl)NC4=CC=C(C=C4)Cl)Cl,7.5
CC[N+](CC)(CC)CCCNC1=CC(=O)C(=CC1=O)NCCC[N+](CC)(CC)CC,3.4
CCCCCCCCCCCCCC[N+]1=CC=C(C=C1)C,7.9
CC1=NN(C(=O)C1)C,-0.3
CCN(CC)C(=O)COC1=C2C3=C(C(=C1)NC(=O)C(=CC=C[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]([C@H](C=CO[C@@]4(C(=O)C2=C(O4)C(=C3O)C)C)OC)C)OC(=O)C)C)O)C)O)C)C)O,5.5
C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)N(C)C,4.3
CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO,2.6
CC(C(=O)O)N(CCCl)CCCl,-0.8
CC(=O)O[C@@]12[C@@H]3[C@@H](C[C@@](C3OC(=O)C4=CC=CC=C4)([C@H](C1O)OC)O)C56[C@@H]7C(C2[C@H]5N(CC7(C(CC6OC)O)COC)C)OC,-0.1
CC1=C(C=C(C=C1)C(C)C)OC(=O)NC,2.8
CC(C)C1=CC(=C(C=C1)Cl)OC(=O)NC,2.8
CCCCOP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,4.8
CCC(=O)OC1CC2(CCC1C2(C)C)C,3.6
C=COC(=O)CN1C(=O)C2=CC=CC=C2C1=O,1.7
C1=CC(=CC=C1CO)NNC(=O)CCC(C(=O)O)N,-2.8
C[N+](C)(C)CCBr,1.0
CC1=CC(=O)CC1,0.5
CCC(=O)NC1=CC=C(C=C1)Cl,2.2
C1CC1C(=O)NC2=CC(=C(C=C2)Cl)Cl,3.8
CC(=C)C(=O)OCCCO,1.3
CC1SC(SC(S1)C)C,3.5
CCCCCCCCCCCCCCC=O,6.5
CCOC(=O)CN(CCC(C)C)CCC(C)C,3.9
CN(C)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)OCC#C,3.3
CCCCC(C)CCCCO,3.8
CCN1C(=CC=CC2=[N+](C3=CC=CC=C3C=C2)CC)C=CC4=CC=CC=C41,6.3
C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C=CC6=C5C(=CC=C6)S(=O)(=O)O)O)S(=O)(=O)O,6.1
CCC(C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)O,3.3
C1=CC=C(C=C1)OC2=CC=CC=C2NC=O,2.4
C1(=NC(=NC(=N1)S)S)N,0.6
COC1=CC=C(C=C1)CCNN,1.0
COC1=CC(=C(C=C1OC)Cl)Cl,3.6
C1=CC(=CC=C1N=NC2=CC=C(C=C2)Cl)S(=O)O,3.5
COC1=COC(=CC1=O)CSP(=O)(OC)OC,-0.2
CC(C)(C1=CC=C(C=C1)C(C)(C)N=C=O)N=C=O,4.6
CC(C)(C1=CC(=CC=C1)C(C)(C)N=C=O)N=C=O,4.6
CCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCC,17.4
CC(C)(C)OOC(C)(C)C1=CC=C(C=C1)C(C)(C)OOC(C)(C)C,4.5
CCOP(=O)(CN(CCO)CCO)OCC,-1.0
C([C@@H]1[C@H]([C@@H](C(=O)O1)O)O)O,-1.4
C1(=NC(=O)N=C(N1)Cl)Cl,1.4
CN(C)C(=S)N(C)C,0.5
CCC(=C)[N+](=O)[O-],1.5
C(CCCCCCN)CCCCCN,3.0
CN1C2=CC=CC=C2SC1=CC3=[N+](C4=CC=CC=C4S3)C,5.0
C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)O)O)S(=O)(=O)O,2.1
C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=C(C=C3)O,2.1
CC(=O)NC1=C(C2=C(C=C1)C3=CC=CC=C3C2)O,2.4
CNC1=C(C=C(C=C1)N(CCO)CCO)[N+](=O)[O-],1.0
CCCCCCCCCCCCCC[N+]1=CC=CC=C1,7.6
CC1=CC(=C(C(=C1)O)O)C,1.9
CC1=C(C(=C(C=C1)O)O)C,1.9
CCCC1=CC(=C(C=C1)O)OC,2.2
CCOC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C(=C2O)N=NC4=CC=C(C=C4)C(=O)N,5.2
C1=CC=C2C(=C1)C3=CC=CC=C3N2N=O,3.1
CNCC(C1=CC(=CC=C1)F)O,0.1
C(CF)OC(=O)CN,-0.4
C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)N,2.1
C1(=NC(=NC(=N1)NC(C(Cl)(Cl)Cl)O)NC(C(Cl)(Cl)Cl)O)N,2.9
C1CN1C(=O)CCCCCCCCC(=O)N2CC2,1.5
CCCCCCCCCCCC(C)CCC,8.6
CN1CCC2=CC=CC=C2C1CC3=C(C=C(C=C3)F)N,3.2
C#CC=C1CCCCC1,2.7
CCOCCC=O,-0.1
CCCOCCO,0.5
COC1=CC(=O)C2=C(C1=O)C(=C(C=C2O)OC)O,2.0
CC(CCN(C)C)(C#N)C1=CC=CC=C1,2.4
CCC(CCN(C)C)(C#N)C1=CC=CC=C1,2.7
CC(C)C(CCN(C)C)(C#N)C1=CC=CC=C1,3.2
CN(C)CCC(CCN(C)C)(C#N)C1=CC=CC=C1,2.2
CC(CCN1CCCCC1)(C#N)C2=CC=CC=C2,3.2
CCC(CCN1CCCCC1)(C#N)C2=CC=CC=C2,3.6
CC(C)C(CCN1CCCCC1)(C#N)C2=CC=CC=C2,4.0
CCC(CCN1CCOCC1)(C#N)C2=CC=CC=C2,2.3
CN(C)CCC(C#N)C1=CC=CC2=CC=CC=C21,3.3
CCN(C)CCC(C#N)(C1=CC=CC2=CC=CC=C21)C(C)C,4.8
CC1=C2CCCCC2=CC=C1,3.7
CCCCCC#CC,3.5
CN(C)CCC(CCN(C)C)(C#N)C1=CC=CC2=CC=CC=C21,3.5
CC1=C(C(=C(C(=C1Br)Br)Br)Br)C,5.4
CSC(=O)Cl,1.7
CC(=O)SCCl,1.3
C(=O)(S)Cl,1.4
CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)C,3.1
CC1=CC(=O)N=C(N1)C(C)C,0.7
C1=CC=C2C(=C1)C=CC(=C2N=NC3=C(C=C(C=C3)[N+](=O)[O-])Cl)O,5.0
CC1CC(C(C1)C)C,3.5
CC1CCCC(C1=O)C,2.1
CC1=C(C(=C(C(=C1C)C)O)C)C,3.4
CN1CCCC1C2=C[N+](=CC=C2)[O-],0.2
C[C@@H]1C[C@H]2C3C[C@@H](C4=CC(=O)C=CC4([C@]3([C@H](CC2([C@]1(C(=O)CO)OC(=O)C)C)O)F)C)F,1.7
CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=CC=C3F,2.8
CC(=O)NC1=CC2=C(C3=CC=CC=C3C2)C(=C1)F,2.8
CC(=O)NC1=C(C=C2C(=C1)CC3=CC=CC=C32)F,2.8
CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=CC(=C3)F,3.4
CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C(=CC=C3)F,2.8
CC(=O)NC1=C(C2=C(C=C1)C3=CC=CC=C3C2)F,2.8
CC(=C)C[C@@]1(CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C)O,4.7
CC(=O)OCC(=O)[C@@]12[C@@H](CC3C1(CC([C@]4(C3CC(=C5C4(CCC(=C5)OCCCl)C)C=O)F)O)C)OC(O2)(C)C,3.8
C1CC2C3CCC(C3)C2C1,3.8
C1=CC=C(C(=C1)C=C(C#N)C#N)[N+](=O)[O-],1.6
C1=CC(=CC(=C1)[N+](=O)[O-])C=C(C#N)C#N,1.6
CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC)OC)OC)OC,1.5
CC1=C(C(=CC=C1)C)C(C2=C(C=CC=C2C)C)OCCOCCN(C)C,4.6
C1CC2=C3C=CC4=CC=CC=C4C3=NC=C2C(=O)C1,3.5
CCOC1=NC(=NC(=N1)N)N,-0.1
COC1=NC(=NC(=N1)N)N,-0.4
CNC1=NC(=NC(=N1)NC)NC,0.9
CN(C)C1=NC(=NC(=N1)N)N(C)C,1.2
CCN(CC)C1=NC(=NC(=N1)N(CC)CC)N(CC)CC,3.5
CCC(CCN1CCCCC1)(C#N)C2=CC=CC3=CC=CC=C32,4.8
CC(=NOC(=O)NC1=CC=CC=C1)C,1.7
COC1=CC=C(C=C1)C=NNC2=CC=C(C=C2)Cl,4.1
C1=NC(=NC(=N1)Cl)Cl,1.9
CC1=CC(=C(C=C1)O)N=NC2=CC=C(C=C2)NC(=O)C,2.9
C(CCCCCBr)CCCCC(=O)O,4.5
COC1=CC=CC=C1C=C(C#N)C#N,1.8
C1=CC=C2C(=C1)C(=CC=C2O)N,2.6
CC(C)CC(=O)OCC=C,2.0
C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)N,2.6
CC1=C(C=C(C=C1)N)O,1.3
CC1=C(C=CC(=C1)O)N,0.9
CC1=C(C=C(C=C1)O)N,0.5
C(C(F)(F)F)(F)Cl,2.4
COC1=C(C=C(C=C1)C(=O)O)N,0.8
CC1=CC2=C(C=C1)C3=CC=CC=C3C2=O,3.9
